lowRate,cheapestRate_allNights_baseFare,cheapestRate_allNights_fees,cheapestRate_allNights_taxes,cheapestRate_allNights_totalFare,cheapestRate_perNight_baseFare,cheapestRate_perNight_fees,cheapestRate_perNight_taxes,cheapestRate_perNight_totalFare,originalRate_allNights_baseFare,originalRate_allNights_fees,originalRate_allNights_taxes,originalRate_allNights_totalFare,originalRate_perNight_baseFare,originalRate_perNight_fees,originalRate_perNight_taxes,originalRate_perNight_totalFare
1340000,1107438,0,232562,1340000,553719,0.0,116281.0,670000,1476584,0,310083,1786667,738292,0.0,155041.5,893334
4225000,3491735,0,733265,4225000,1745867,0.0,366632.5,2112500,4655647,0,977686,5633333,2327823,0.0,488843.0,2816666
2654850,2194091,0,460759,2654850,1097045,0.0,230379.5,1327425,2925455,0,614345,3539800,1462727,0.0,307172.5,1769900
1855000,1533058,0,321942,1855000,766529,0.0,160971.0,927500,2044077,0,429256,2473333,1022038,0.0,214628.0,1236666
1548000,1279339,0,268661,1548000,639669,0.0,134330.5,774000,1705785,0,358215,2064000,852892,0.0,179107.5,1032000
2281650,1885661,0,395989,2281650,942830,0.0,197994.5,1140825,1944793,0,408407,2353200,972396,0.0,204203.5,1176600
2625000,2169422,0,455578,2625000,1084711,0.0,227789.0,1312500,2892563,0,607437,3500000,1446281,0.0,303718.5,1750000
1636000,1352066,0,283934,1636000,676033,0.0,141967.0,818000,1802755,0,378578,2181333,901377,0.0,189289.0,1090666
1101600,910413,0,191187,1101600,455206,0.0,95593.5,550800,1213884,0,254916,1468800,606942,0.0,127458.0,734400
736000,637230,0,98770,736000,318615,0.0,49385.0,368000,849640,0,131693,981333,424820,0.0,65846.5,490666
1135000,938017,0,196983,1135000,469008,0.0,98491.5,567500,1250689,0,262644,1513333,625344,0.0,131322.0,756666
808000,699567,0,108433,808000,349783,0.0,54216.5,404000,932756,0,144577,1077333,466378,0.0,72288.5,538666
1039998,859503,0,180495,1039998,429751,0.0,90247.5,519999,1146004,0,240660,1386664,573002,0.0,120330.0,693332
2214372,1830060,0,384312,2214372,915030,0.0,192156.0,1107186,2440079,0,512417,2952496,1220039,0.0,256208.5,1476248
4073000,3366116,0,706884,4073000,1683058,0.0,353442.0,2036500,4488155,0,942512,5430667,2244077,0.0,471256.0,2715334
909999,787878,0,122121,909999,393939,0.0,61060.5,455000,1050504,0,162828,1213332,525252,0.0,81414.0,606666
819000,676860,0,142140,819000,338430,0.0,71070.0,409500,752066,0,157934,910000,376033,0.0,78967.0,455000
1160000,958678,0,201322,1160000,479339,0.0,100661.0,580000,1278237,0,268430,1546667,639118,0.0,134215.0,773334
900000,743801,0,156199,900000,371900,0.0,78099.5,450000,991735,0,208265,1200000,495867,0.0,104132.5,600000
1600000,1322314,0,277686,1600000,661157,0.0,138843.0,800000,1763085,0,370248,2133333,881542,0.0,185124.0,1066666
759998,628097,0,131901,759998,314048,0.0,65950.5,379999,837463,0,175868,1013331,418731,0.0,87934.0,506666
1069998,884296,0,185702,1069998,442148,0.0,92851.0,534999,1179061,0,247603,1426664,589530,0.0,123801.5,713332
885000,731405,0,153595,885000,365702,0.0,76797.5,442500,975207,0,204793,1180000,487603,0.0,102396.5,590000
1115000,921487,0,193513,1115000,460743,0.0,96756.5,557500,1228649,0,258018,1486667,614324,0.0,129009.0,743334
2965880,2451141,0,514739,2965880,1225570,0.0,257369.5,1482940,3268188,0,686319,3954507,1634094,0.0,343159.5,1977254
1649000,1362810,0,286190,1649000,681405,0.0,143095.0,824500,1817080,0,381587,2198667,908540,0.0,190793.5,1099334
1100000,909091,0,190909,1100000,454545,0.0,95454.5,550000,1212121,0,254546,1466667,606060,0.0,127273.0,733334
965000,797521,0,167479,965000,398760,0.0,83739.5,482500,1063361,0,223306,1286667,531680,0.0,111653.0,643334
3893999,3218181,0,675818,3893999,1609090,0.0,337909.0,1947000,4290908,0,901091,5191999,2145454,0.0,450545.5,2596000
1200000,991736,0,208264,1200000,495868,0.0,104132.0,600000,1322315,0,277685,1600000,661157,0.0,138842.5,800000
2245000,1855371,0,389629,2245000,927685,0.0,194814.5,1122500,2473828,0,519505,2993333,1236914,0.0,259752.5,1496666
1656493,1369003,0,287490,1656493,684501,0.0,143745.0,828246,1825337,0,383320,2208657,912668,0.0,191660.0,1104328
680000,561984,0,118016,680000,280992,0.0,59008.0,340000,749312,0,157355,906667,374656,0.0,78677.5,453334
659998,545453,0,114545,659998,272726,0.0,57272.5,329999,727271,0,152726,879997,363635,0.0,76363.0,439998
